 63 0.000615751      17.037475        4794.73          q34.txt          3                12CH3D          
 64 6.91785e-06      18.04083         9599.16          q35.txt          6                13CH3D          
 71 0.995262         31.989829999     215.73           q36.txt          1                16O2            
 72 0.003991         33.994076        455.23           q37.txt          1                16O18O          
 73 0.000742235      32.994045        2658.12          q38.txt          6                16O17O          
 81 0.993974         29.997989        1142.13          q39.txt          3                14N16O          
 82 0.003654         30.995023        789.26           q40.txt          2                15N16O          
 83 0.001993         32.002234        1204.44          q41.txt          3                14N18O          
 91 0.945678         63.961901        6340.3           q42.txt          1                32S16O2         
 92 0.04195          65.957695        6368.98          q43.txt          1                34S16O2         
101 0.9916159999     45.992903999     13577.48         q44.txt          3                14N16O2         
111 0.995872         17.026549        1725.22          q45.txt          3                14NH3           
112 0.0036609999     18.023583        1153.3           q46.txt          2                15NH3           
121 0.98911          62.995643999     214000.0         q47.txt          6                H14N16O3        
122 0.003636         63.992680000     143000.0         q117.txt         4                H15N16O3        
131 0.997473         17.00274         80.35            q48.txt          2                16OH            
132 0.002            19.006985999     80.88            q49.txt          2                18OH            
133 0.000155371      18.008915        209.32           q50.txt          3                16OD            
141 0.999844         20.006229        41.47            q51.txt          4                H19F            
142 0.000155741      21.012404        115.91           q110.txt         6                D19F            
151 0.757587         35.976678        160.65           q52.txt          8                H35Cl           
152 0.242257         37.973729        160.89           q53.txt          8                H37Cl           
153 0.000118005      36.982853000     462.78           q107.txt         12               D35Cl           
154 3.7735e-05       38.979904        464.13           q108.txt         12               D37Cl           
161 0.506781         79.92616         200.17           q54.txt          8                H79Br           
162 0.493063         81.924115        200.23           q55.txt          8                H81Br           
163 7.89384e-05      80.932335999     586.4            q111.txt         12               D79Br           
164 7.68016e-05      82.930289        586.76           q112.txt         12               D81Br           
171 0.999844         127.912297       388.99           q56.txt          12               H127I           
172 0.000155741      128.918472       1147.06          q113.txt         18               D127I           
181 0.755908         50.963768        3274.61          q57.txt          4                35Cl16O         
182 0.24172          52.960818999     3332.29          q58.txt          4                37Cl16O         
191 0.9373950000     59.966986        1221.01          q59.txt          1                16O12C32S       
192 0.0415829999     61.96278         1253.48          q60.txt          1                16O12C34S       
193 0.010531         60.970341000     2484.15          q61.txt          2                16O13C32S       
194 0.0073989999     60.966370999     4950.11          q62.txt          4                16O12C33S       
195 0.0018800000     61.971231        1313.78          q63.txt          1                18O12C32S       
201 0.986237         30.010565000     2844.53          q64.txt          1                H212C16O        
202 0.01108          31.013920000     5837.69          q65.txt          2                H213C16O        
203 0.001978         32.014811        2986.44          q66.txt          1                H212C18O        
211 0.75579          51.971593        19274.79         q67.txt          8                H16O35Cl        
212 0.2416829999     53.968644        19616.2          q68.txt          8                H16O37Cl        
221 0.9926870000     28.006148        467.1            q69.txt          1                14N2            
222 0.007478         29.003182000     644.1            q118.txt         6                14N15N          
231 0.9851139999     27.010899        892.2            q70.txt          6                H12C14N         
232 0.0110680000     28.014253999     1830.97          q71.txt          12               H13C14N         
233 0.003622         28.007933        615.28           q72.txt          4                H12C15N         
241 0.748937         49.992328        57916.12         q73.txt          4                12CH335Cl       
242 0.2394909999     51.989379        58833.9          q74.txt          4                12CH337Cl       
251 0.9949520000     34.00548         9847.99          q75.txt          1                H216O2          
261 0.977599         26.01565         412.45           q76.txt          1                12C2H2          
262 0.021966         27.019005        1656.18          q77.txt          8                H12C13CH        
263 0.00030455       27.021825        1581.84          q105.txt         6                H12C12CD        
271 0.9769899999     30.04695         70882.52         q78.txt          1                12C2H6          
272 0.021953         31.050304999     36191.8          q106.txt         2                12CH313CH3      
281 0.999533         33.997238        3249.44          q79.txt          2                31PH3           
291 0.9865440000     65.991722        70028.43         q80.txt          1                12C16O19F2      
292 0.0110829999     66.995083        140000.0         q119.txt         2                13C16O19F2      
301 0.9501799999     145.962492       1620000.0        q126.txt         1                32S19F6         
311 0.9498840000     33.987721        505.79           q81.txt          1                H232S           
312 0.042137         35.983515000     504.35           q82.txt          1                H234S           
313 0.007498         34.987105        2014.94          q83.txt          4                H233S           
321 0.9838979999     46.00548         39132.76         q84.txt          4                H12C16O16OH     
331 0.995107         32.997655        4300.39          q85.txt          2                H16O2           
341 0.9976280000     15.994914999     6.72             nan              1                16O             
351 0.74957          96.956672        4790000.0        q127.txt         12               35Cl16O14N16O2  
352 0.2396940000     98.953723        4910000.0        q128.txt         12               37Cl16O14N16O2  
361 0.993974         29.997989        311.69           q87.txt          3                14N16O+         
371 0.505579         95.921076        28339.38         q88.txt          8                H16O79Br        
372 0.4918939999     97.919027        28237.98         q89.txt          8                H16O81Br        
381 0.977294         28.0313          11041.54         q90.txt          1                12C2H4          
382 0.021959         29.034654999     45196.89         q91.txt          2                12CH213CH2      
391 0.98593          32.026215        70569.92         q92.txt          2                12CH316OH       
401 0.500995         93.941811        83051.98         q93.txt          4                12CH379Br       
402 0.487433         95.939764        83395.21         q94.txt          4                12CH381Br       
411 0.973866         41.026548999     88672.19         q95.txt          3                12CH312C14N     
421 0.9888899999     87.993616        121000.0         q96.txt          1                12C19F4         
431 0.9559979999     50.01565         9818.97          q116.txt         1                12C4H2          
441 0.9633459999     51.010899        24786.84         q109.txt         6                H12C314N        
451 0.999688         2.01565          7.67             q103.txt         1                H2              
452 0.000311432      3.021825         29.87            q115.txt         6                HD              
461 0.939624         43.971036        253.62           q97.txt          1                12C32S          
462 0.041682         45.966787        257.77           q98.txt          1                12C34S          
463 0.010556         44.974368        537.5            q99.txt          2                13C32S          
464 0.007417         44.970399        1022.97          q100.txt         4                12C33S          
471 0.9434           79.95682         7783.3           q114.txt         1                32S16O3         
481 0.9707520000     52.006147999     15582.44         q123.txt         1                12C214N2        
491 0.566392         97.932619979     1480000.0        q124.txt         1                12C16O35Cl2     
492 0.362235         99.929669889     3040000.0        q125.txt         16               12C16O35Cl37Cl  
